float,0.007443838894058221,0.048414023372287146
message,0.1521999202445833,0.37794875517166293
one,0.26771234879702244,0.12491834216447703
would,0.3006779210421374,0.048414023372287146
get,0.29230360228632196,0.10669957175001815
html,0.05848730559617174,0.1952529578282645
mime,0.039080154193805665,0.3703999419322058
info,0.03402897780140901,0.1963417289685708
like,0.24777349461650938,0.08412571677433403
may,0.1359829855110993,0.1098207156855629
use,0.2956267446497408,0.03592944763010815
adobe,0.0007975541672205237,0.03179211729694418
new,0.13904027648544465,0.11236118167961094
please,0.16110594177854579,0.13341075705886624
company,0.017546191678851523,0.10894969877331785
also,0.17944968762461783,0.08064164912535385
could,0.18569719526784528,0.06191478551208536
board,0.21401036820417388,0.03237279523844088
gold,0.006779210421374452,0.04195398127313639
microsoft,0.008773095839425761,0.03273571895187632
left,0.03535823474677655,0.040647455904768814
medium,0.0031902166688820947,0.034550337519053495
send,0.09690283131729363,0.017347753502213833
know,0.24697594044928886,0.037744066197285334
using,0.2592051043466702,0.02025114320969732
help,0.1448890070450618,0.072439573201713
office,0.01382427223182241,0.05240618422007694
used,0.1443573042669148,0.06017275168759527
us,0.04918250697859897,0.10488495318284097
windows,0.03682041738668085,0.03643754082891776
public,0.03230094377243121,0.201495245699354
want,0.14036953343081218,0.08615808956957248
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0.00039877708361026184,7.258474268708717e-05
need,0.17479728831583144,0.05567249764099586
time,0.13146351189684966,0.0627858024243304
nil,0.0037219194470291105,7.258474268708717e-05
professional,0.004785325003323142,0.05182550627858024
list,0.09863086534627144,0.007403643754082892
make,0.1359829855110993,0.06147927705596284
information,0.0808188222783464,0.056108006097118385
see,0.12322211883557091,0.06917325978079408
xp,0.0002658513890735079,0.03876025259490455
way,0.13385617439851122,0.053857879073818685
ms,0.012495015286454872,0.03208245626769253
retail,0.0006646284726837697,0.0339696595775568
many,0.0704506181044796,0.07781084416055745
program,0.11710753688688023,0.026130507367351383
anyone,0.22265053834906287,0.006822965812586195
even,0.07789445699853782,0.07454453073963853
good,0.13983783065266517,0.03193728678231836
campaign,0.03323142363418849,0.14625825651448066
two,0.14036953343081218,0.02257385497568411
much,0.10953077229828526,0.04551063366480366
first,0.10049182506978599,0.05008347245409015
number,0.06433603615578891,0.04529287943674239
de,0.018609597235145554,0.027945125934528563
id,0.018742522929682308,0.0031211439355447487
website,0.01515352917718995,0.13892719750308485
hi,0.1226904160574239,0.07193148000290339
go,0.09490894589924233,0.06089859911446614
think,0.12202578758474013,0.020396312695071497
available,0.0707164694935531,0.03418741380561806
best,0.05915193406885551,0.08564999637076287
body,0.01515352917718995,0.07831893735936706
thanks,0.19181177721653594,0.011468389344559774
find,0.12920377508972483,0.02961457501633157
current,0.06074704240329656,0.05436597227262829
university,0.10022597368071248,0.0015968643391159178
work,0.1409012362089592,0.008564999637076286
still,0.09836501395719793,0.04572838789286492
great,0.03721919447029111,0.07868186107280249
email,0.09716868270636714,0.030122668215141177
back,0.06912136115911206,0.06844741235392321
pro,0.005848730559617174,0.03992160847789795
stock,0.0073109131995214675,0.04151847281701387
studies,0.007576764588594975,0.007040720040647456
said,0.02884487571447561,0.06351164985120128
last,0.06021533962514954,0.05182550627858024
give,0.07257742921706765,0.04935762502721928
without,0.07935663963844211,0.05008347245409015
try,0.12242456466835039,0.03636495608623067
take,0.07271035491160441,0.04275241344269434
opt,0.00039877708361026184,0.12310372359729985
file,0.09211750631397049,0.007403643754082892
problem,0.1278745181443573,0.013210423169049865
read,0.07510301741326599,0.03324381215068593
getting,0.06460188754486242,0.06568919213181389
already,0.048650804200451946,0.04877694708572258
hb,0.13013425495148212,7.258474268708717e-05
side,0.022464442376711417,0.059737243231472746
product,0.013159643759138641,0.09232779269797489
people,0.0736408347733617,0.023517456630616246
really,0.08812973547786787,0.039195761051027074
right,0.06420311046125216,0.059446904260724395
handy,0.13438787717665826,7.258474268708717e-05
development,0.016349860428020738,0.05030122668215141
following,0.0704506181044796,0.05247876896276403
special,0.026983915990961053,0.05073673513827393
bring,0.012362089591918118,0.0384699136241562
got,0.10700518410208694,0.02729186325034478
next,0.050644689618503255,0.04311533715612978
might,0.0857370729762063,0.01618639761922044
call,0.040542336833709954,0.03890542208027872
research,0.04240329655722451,0.030413007185889525
free,0.0704506181044796,0.03106626987007331
motor,0.08733218131064735,0.0002903389707483487
code,0.10780273826930746,0.00384699136241562
oil,0.0005317027781470158,0.03208245626769253
handyboard,0.13292569453675396,7.258474268708717e-05
well,0.06127874518144357,0.02823546490527691
sure,0.08600292436527981,0.030267837700515353
world,0.0202047055695866,0.06989910720766494
around,0.05649342017812043,0.05168033679320607
run,0.11139173202179982,0.011903897800682297
additional,0.02126811112588063,0.031356608840821656
set,0.09477602020470557,0.006242287871089497
mail,0.09889671673534495,0.014081440081294912
offer,0.01515352917718995,0.07737533570443493
found,0.08254685630732421,0.028308049647963997
china,0.0009304798617572776,0.017855846701023446
big,0.026053436129203775,0.03752631196922407
system,0.07350790907882494,0.013283007911736953
data,0.07164694935531038,0.014226609566669086
power,0.08347733616908148,0.0047905930173477536
news,0.012627940980991625,0.06721347172824273
since,0.08454074172537551,0.018872033098642667
line,0.06566529310115646,0.004718008274660667
fast,0.02086933404227037,0.08194817449372142
video,0.024990030572909744,0.03389707483486971
within,0.02990828127076964,0.05269652319082529
control,0.07696397713678053,0.012411990999491907
provide,0.031769240994284194,0.05501923495681208
real,0.0268509902964243,0.050664150395586846
complete,0.021932739598564403,0.07672207302025115
effects,0.005981656254153928,0.05748711620817304
look,0.07271035491160441,0.03491326123248893
energy,0.006646284726837697,0.031356608840821656
visit,0.010766981257477071,0.08441605574508239
